quiz_id,response,id,date
67,3.6,59e7bf6745d886ef40470300,2017-07-14T17:55:39.451Z
68,3,59e7bf6f45d886ef40470302,2017-07-14T17:55:39.451Z
69,4.16,59e7bf7545d886ef40470305,2017-07-14T17:55:39.451Z
70,4.14,59e7bf7945d886ef40470307,2017-07-14T17:55:39.451Z
71,3,59e7bf8045d886ef4047030a,2017-07-14T17:55:39.451Z
72,4.38,59e7bf8445d886ef4047030c,2017-07-14T17:55:39.451Z
73,3.72,59e7bf8a45d886ef4047030f,2017-07-14T17:55:39.451Z
74,3.92,59e7bf8f45d886ef40470313,2017-07-14T17:55:39.451Z
75,3.36,59e7bf9545d886ef40470315,2017-07-14T17:55:39.451Z
76,3.82,59e7bf9e45d886ef40470318,2017-07-14T17:55:39.451Z
77,3.68,59e7bfa645d886ef4047031c,2017-07-14T17:55:39.451Z
78,4.02,59e7bfad45d886ef4047031f,2017-07-14T17:55:39.451Z
79,4.02,59e7bfb345d886ef40470322,2017-07-14T17:55:39.451Z
80,2.08,59e7bfb945d886ef40470325,2017-07-14T17:55:39.451Z
81,1.94,59e7bfc045d886ef40470326,2017-07-14T17:55:39.451Z
82,4.28,59e7c08045d886ef40470343,2017-07-14T17:55:39.451Z
83,3.6,59e7c08545d886ef40470346,2017-07-14T17:55:39.451Z
84,2.04,59e7c08945d886ef40470348,2017-07-14T17:55:39.451Z
85,2.46,59e7c08e45d886ef4047034a,2017-07-14T17:55:39.451Z
86,3.78,59e7c09545d886ef4047034c,2017-07-14T17:55:39.451Z
87,4.1,59e7c09945d886ef4047034d,2017-07-14T17:55:39.451Z
88,3.84,59e7c09c45d886ef4047034f,2017-07-14T17:55:39.451Z
89,3.94,59e7c09f45d886ef40470350,2017-07-14T17:55:39.451Z
90,4.04,59e7c0a245d886ef40470353,2017-07-14T17:55:39.451Z
91,3,59e7c0a745d886ef40470354,2017-07-14T17:55:39.451Z
92,3.68,59e7c0aa45d886ef40470356,2017-07-14T17:55:39.451Z
93,3,59e7c0b045d886ef40470359,2017-07-14T17:55:39.451Z
94,3.78,59e7c0b245d886ef4047035b,2017-07-14T17:55:39.451Z
95,4.2,59e7c0b545d886ef4047035d,2017-07-14T17:55:39.451Z
96,3.94,59e7c0b845d886ef4047035f,2017-07-14T17:55:39.451Z
97,4,59e7c0bb45d886ef40470362,2017-07-14T17:55:39.451Z
98,3,59e7c0c045d886ef40470365,2017-07-14T17:55:39.451Z
99,3.74,59e7c0c545d886ef40470368,2017-07-14T17:55:39.451Z
100,3.46,59e7c0c945d886ef4047036a,2017-07-14T17:55:39.451Z
101,3,59e7c0cd45d886ef4047036d,2017-07-14T17:55:39.451Z
102,3.92,59e7c0d145d886ef4047036e,2017-07-14T17:55:39.451Z
103,4.36,59e7c0d445d886ef40470371,2017-07-14T17:55:39.451Z
104,1.8,59e7c0d845d886ef40470374,2017-07-14T17:55:39.451Z
105,4.42,59e7c0dc45d886ef40470376,2017-07-14T17:55:39.451Z
106,3.7,59e7c0df45d886ef40470378,2017-07-14T17:55:39.451Z
107,3.3,59e7c0fb45d886ef40470385,2017-07-14T17:55:39.451Z
108,3.7,59e7c0ff45d886ef40470386,2017-07-14T17:55:39.451Z
109,3.6,59e7c10245d886ef40470388,2017-07-14T17:55:39.451Z
110,3.64,59e7c10745d886ef4047038b,2017-07-14T17:55:39.451Z
111,3.7,59e7c10a45d886ef4047038c,2017-07-14T17:55:39.451Z
112,2.1,59e7c10f45d886ef4047038f,2017-07-14T17:55:39.451Z
113,3.5,59e7c11345d886ef40470390,2017-07-14T17:55:39.451Z
114,3,59e7c11745d886ef40470392,2017-07-14T17:55:39.451Z
115,3,59e7c11c45d886ef40470394,2017-07-14T17:55:39.451Z
116,2.34,59e7c12045d886ef40470397,2017-07-14T17:55:39.451Z
117,1.76,59e7c12345d886ef40470398,2017-07-14T17:55:39.451Z
118,3.56,59e7c12745d886ef4047039a,2017-07-14T17:55:39.451Z
119,3.62,59e7c12c45d886ef4047039c,2017-07-14T17:55:39.451Z
120,2.42,59e7c13045d886ef4047039d,2017-07-14T17:55:39.451Z
121,3.66,59e7c13445d886ef4047039e,2017-07-14T17:55:39.451Z
122,3.76,59e7c13945d886ef4047039f,2017-07-14T17:55:39.451Z
123,4,59e7c13c45d886ef404703a0,2017-07-14T17:55:39.451Z
124,3.78,59e7c13f45d886ef404703a1,2017-07-14T17:55:39.451Z
125,3,59e7c14245d886ef404703a3,2017-07-14T17:55:39.451Z
126,4,59e7c14545d886ef404703a4,2017-07-14T17:55:39.451Z
127,4.1,59e7c14845d886ef404703a6,2017-07-14T17:55:39.451Z
128,3,59e7c14b45d886ef404703a7,2017-07-14T17:55:39.451Z
129,4.78,59e7c14d45d886ef404703a8,2017-07-14T17:55:39.451Z
130,4.62,59e7c15145d886ef404703a9,2017-07-14T17:55:39.451Z
131,3.56,59e7c15445d886ef404703aa,2017-07-14T17:55:39.451Z
132,2.18,59e7c24945d886ef404703c8,2017-07-14T17:55:39.451Z
